application,algorithm,bw_level,ipath_0,ipath_1,task_count,power_cap,runtime,thread_count,year
kripke,rand,4,0,1,512,64,33.79035,24,2017
kripke,rand,4,0,1,512,80,22.0809,16,2017
kripke,rand,4,0,1,512,80,24.10177,20,2017
kripke,rand,4,0,1,512,80,27.1295,24,2017
kripke,rand,4,0,1,512,80,22.00077,16,2017
kripke,rand,4,0,1,512,80,24.57297,20,2017
kripke,rand,4,0,1,512,80,27.47114,24,2017
kripke,rand,4,0,1,512,115,21.77087,16,2017
kripke,rand,4,0,1,512,115,23.4249,20,2017
kripke,rand,4,0,1,512,115,24.96013,24,2017
kripke,rand,4,0,1,512,115,21.92096,16,2017
kripke,rand,4,0,1,512,115,23.36396,20,2017
kripke,rand,4,0,1,512,115,25.31132,24,2017
kripke,rand,5,0,2,4096,64,40.24773,24,2017
kripke,rand,5,0,2,4096,64,41.20921,24,2017
kripke,rand,5,0,2,4096,80,33.26637,24,2017
kripke,rand,5,0,2,4096,80,33.70975,24,2017
kripke,rand,5,0,2,4096,115,30.31465,24,2017
kripke,rand,5,0,2,4096,115,30.8106,24,2017
kripke,rand,5,0,2,2048,64,28.75661,16,2017
kripke,rand,5,0,2,2048,64,32.92331,20,2017
kripke,rand,5,0,2,2048,64,37.63802,24,2017
kripke,rand,5,0,2,2048,80,25.79111,16,2017
kripke,rand,5,0,2,2048,80,28.14685,20,2017
kripke,rand,5,0,2,2048,80,31.40038,24,2017
kripke,rand,5,0,2,2048,115,25.80283,16,2017
kripke,rand,5,0,2,2048,115,27.22057,20,2017
kripke,rand,5,0,2,2048,115,28.44109,24,2017
kripke,rand,5,0,2,1024,64,26.8963,16,2017
kripke,rand,5,0,2,1024,64,30.6813,20,2017
kripke,rand,5,0,2,1024,64,35.9465,24,2017
kripke,rand,5,0,2,1024,64,27.32304,16,2017
kripke,rand,5,0,2,1024,64,31.41533,20,2017
kripke,rand,5,0,2,1024,64,35.7634,24,2017
kripke,rand,5,0,2,1024,80,24.12107,16,2017
kripke,rand,5,0,2,1024,80,26.16205,20,2017
kripke,rand,5,0,2,1024,80,29.40815,24,2017
kripke,rand,5,0,2,1024,80,23.94695,16,2017
kripke,rand,5,0,2,1024,80,26.66274,20,2017
kripke,rand,5,0,2,1024,80,29.73347,24,2017
kripke,rand,5,0,2,1024,115,23.65626,16,2017
kripke,rand,5,0,2,1024,115,25.08242,20,2017
kripke,rand,5,0,2,1024,115,26.69622,24,2017
kripke,rand,5,0,2,1024,115,23.93419,16,2017
kripke,rand,5,0,2,1024,115,25.33252,20,2017
kripke,rand,5,0,2,1024,115,26.9982,24,2017
kripke,rand,5,0,2,512,64,24.76332,16,2017
kripke,rand,5,0,2,512,64,28.6969,20,2017
kripke,rand,5,0,2,512,64,32.37991,24,2017
kripke,rand,5,0,2,512,64,25.29508,16,2017
kripke,rand,5,0,2,512,64,29.48254,20,2017
kripke,rand,5,0,2,512,64,33.57971,24,2017
kripke,rand,5,0,2,512,80,22.46098,16,2017
kripke,rand,5,0,2,512,80,24.32642,20,2017
kripke,rand,5,0,2,512,80,27.44898,24,2017
kripke,rand,5,0,2,512,80,22.40225,16,2017
kripke,rand,5,0,2,512,80,24.50203,20,2017
kripke,rand,5,0,2,512,80,27.1959,24,2017
kripke,rand,5,0,2,512,115,21.94882,16,2017
kripke,rand,5,0,2,512,115,23.3896,20,2017
kripke,rand,5,0,2,512,115,25.17106,24,2017
kripke,rand,5,0,2,512,115,21.69916,16,2017
kripke,rand,5,0,2,512,115,23.33454,20,2017
kripke,rand,5,0,2,512,115,25.15094,24,2017
kripke,spr,1,2,0,4096,64,41.12262,24,2017
kripke,spr,1,2,0,4096,80,33.15753,24,2017
kripke,spr,1,2,0,4096,115,30.0914,24,2017
kripke,spr,1,2,0,2048,64,28.90623,16,2017
kripke,spr,1,2,0,2048,64,32.49566,20,2017
kripke,spr,1,2,0,2048,64,36.96149,24,2017
kripke,spr,1,2,0,2048,80,25.76189,16,2017
kripke,spr,1,2,0,2048,80,28.21131,20,2017
kripke,spr,1,2,0,2048,80,30.7449,24,2017
kripke,spr,1,2,0,2048,115,25.47697,16,2017
kripke,spr,1,2,0,2048,115,26.9989,20,2017
kripke,spr,1,2,0,2048,115,28.59023,24,2017
kripke,spr,1,2,0,1024,64,26.88041,16,2017
kripke,spr,1,2,0,1024,64,30.91632,20,2017
kripke,spr,1,2,0,1024,64,35.00627,24,2017
kripke,spr,1,2,0,1024,80,23.76823,16,2017
kripke,spr,1,2,0,1024,80,26.32385,20,2017
kripke,spr,1,2,0,1024,80,29.20858,24,2017
kripke,spr,1,2,0,1024,115,23.57201,16,2017
kripke,spr,1,2,0,1024,115,25.10784,20,2017
kripke,spr,1,2,0,1024,115,26.51143,24,2017
kripke,spr,1,2,0,512,64,25.63443,16,2017
kripke,spr,1,2,0,512,64,28.76854,20,2017
kripke,spr,1,2,0,512,64,32.96883,24,2017
kripke,spr,1,2,0,512,80,22.42323,16,2017
kripke,spr,1,2,0,512,80,24.74035,20,2017
kripke,spr,1,2,0,512,80,27.03543,24,2017
kripke,spr,1,2,0,512,115,23.45128,20,2017
kripke,spr,1,2,0,512,115,25.20936,24,2017
kripke,spr,2,1,0,4096,64,41.16181,24,2017
kripke,spr,2,1,0,4096,80,33.34828,24,2017
kripke,spr,2,1,0,4096,115,30.32132,24,2017
kripke,spr,2,1,0,2048,64,28.95977,16,2017
kripke,spr,2,1,0,2048,64,32.51677,20,2017
kripke,spr,2,1,0,2048,64,37.11599,24,2017
kripke,spr,2,1,0,2048,80,25.50445,16,2017
kripke,spr,2,1,0,2048,80,28.1223,20,2017
kripke,spr,2,1,0,2048,80,30.80038,24,2017
kripke,spr,2,1,0,2048,115,25.60694,16,2017
kripke,spr,2,1,0,2048,115,27.1681,20,2017
kripke,spr,2,1,0,2048,115,28.41424,24,2017
kripke,spr,2,1,0,1024,64,27.23181,16,2017
kripke,spr,2,1,0,1024,64,30.79268,20,2017
kripke,spr,2,1,0,1024,64,34.89404,24,2017
kripke,spr,2,1,0,1024,80,24.28931,16,2017
kripke,spr,2,1,0,1024,80,26.0457,20,2017
kripke,spr,2,1,0,1024,80,29.15231,24,2017
kripke,spr,2,1,0,1024,115,23.83828,16,2017
kripke,spr,2,1,0,1024,115,24.90835,20,2017
kripke,spr,2,1,0,1024,115,26.58148,24,2017
kripke,spr,2,1,0,512,64,25.09542,16,2017
kripke,spr,2,1,0,512,64,29.1616,20,2017
kripke,spr,2,1,0,512,64,32.7708,24,2017
kripke,spr,2,1,0,512,80,22.17824,16,2017
kripke,spr,2,1,0,512,80,24.55019,20,2017
kripke,spr,2,1,0,512,80,27.12843,24,2017
kripke,spr,2,1,0,512,115,22.21624,16,2017
kripke,spr,2,1,0,512,115,23.61427,20,2017
kripke,spr,2,1,0,512,115,24.99132,24,2017
kripke,spr,3,0,0,4096,64,41.03957,24,2017
kripke,spr,3,0,0,4096,80,33.77444,24,2017
kripke,spr,3,0,0,4096,115,30.17031,24,2017
kripke,spr,3,0,0,2048,64,28.8453,16,2017
kripke,spr,3,0,0,2048,64,32.05916,20,2017
kripke,spr,3,0,0,2048,64,37.03525,24,2017
kripke,spr,3,0,0,2048,80,25.47098,16,2017
kripke,spr,3,0,0,2048,80,28.05795,20,2017
kripke,spr,3,0,0,2048,80,31.25271,24,2017
kripke,spr,3,0,0,2048,115,25.39313,16,2017
kripke,spr,3,0,0,2048,115,27.19579,20,2017
kripke,spr,3,0,0,2048,115,28.3871,24,2017
kripke,spr,3,0,0,1024,64,26.94235,16,2017
kripke,spr,3,0,0,1024,64,30.38462,20,2017
kripke,spr,3,0,0,1024,64,35.28564,24,2017
kripke,spr,3,0,0,1024,80,23.98432,16,2017
kripke,spr,3,0,0,1024,80,26.09881,20,2017
kripke,spr,3,0,0,1024,80,29.14857,24,2017
kripke,spr,3,0,0,1024,115,23.77827,16,2017
kripke,spr,3,0,0,1024,115,25.35111,20,2017
kripke,spr,3,0,0,1024,115,26.64264,24,2017
kripke,spr,3,0,0,512,64,25.06938,16,2017
kripke,spr,3,0,0,512,64,28.96253,20,2017
kripke,spr,3,0,0,512,64,32.95495,24,2017
kripke,spr,3,0,0,512,80,22.50215,16,2017
kripke,spr,3,0,0,512,80,24.41935,20,2017
kripke,spr,3,0,0,512,80,27.3734,24,2017
kripke,spr,3,0,0,512,115,22.28519,16,2017
kripke,spr,3,0,0,512,115,23.60728,20,2017
kripke,spr,3,0,0,512,115,24.98332,24,2017
kripke,spr,4,0,1,4096,64,40.8389,24,2017
kripke,spr,4,0,1,4096,80,33.59812,24,2017
kripke,spr,4,0,1,4096,115,30.41136,24,2017
kripke,spr,4,0,1,2048,64,28.90688,16,2017
kripke,spr,4,0,1,2048,64,32.15667,20,2017
kripke,spr,4,0,1,2048,64,37.05697,24,2017
kripke,spr,4,0,1,2048,80,25.67158,16,2017
kripke,spr,4,0,1,2048,80,27.90657,20,2017
kripke,spr,4,0,1,2048,80,31.18228,24,2017
kripke,spr,4,0,1,2048,115,25.7022,16,2017
kripke,spr,4,0,1,2048,115,27.11223,20,2017
kripke,spr,4,0,1,2048,115,28.30006,24,2017
kripke,spr,4,0,1,1024,64,26.94407,16,2017
kripke,spr,4,0,1,1024,64,30.9207,20,2017
kripke,spr,4,0,1,1024,64,35.03641,24,2017
kripke,spr,4,0,1,1024,80,23.93297,16,2017
kripke,spr,4,0,1,1024,80,26.39145,20,2017
kripke,spr,4,0,1,1024,80,28.96555,24,2017
kripke,spr,4,0,1,1024,115,23.56444,16,2017
kripke,spr,4,0,1,1024,115,24.91434,20,2017
kripke,spr,4,0,1,1024,115,26.60623,24,2017
kripke,spr,4,0,1,512,64,25.18341,16,2017
kripke,spr,4,0,1,512,64,28.84757,20,2017
kripke,spr,4,0,1,512,64,32.78377,24,2017
kripke,spr,4,0,1,512,80,22.44626,16,2017
kripke,spr,4,0,1,512,80,24.38836,20,2017
kripke,spr,4,0,1,512,80,27.10845,24,2017
kripke,spr,4,0,1,512,115,21.74921,16,2017
kripke,spr,4,0,1,512,115,23.32122,20,2017
kripke,spr,4,0,1,512,115,25.02327,24,2017
kripke,spr,5,0,2,4096,64,40.82612,24,2017
kripke,spr,5,0,2,4096,80,33.78576,24,2017
kripke,spr,5,0,2,4096,115,30.34306,24,2017
kripke,spr,5,0,2,2048,64,29.23202,16,2017
kripke,spr,5,0,2,2048,64,32.24371,20,2017
kripke,spr,5,0,2,2048,64,37.21596,24,2017
kripke,spr,5,0,2,2048,80,25.99236,16,2017
kripke,spr,5,0,2,2048,80,28.12615,20,2017
kripke,spr,5,0,2,2048,80,30.81206,24,2017
kripke,spr,5,0,2,2048,115,25.61756,16,2017
kripke,spr,5,0,2,2048,115,26.98044,20,2017
kripke,spr,5,0,2,2048,115,28.32056,24,2017
kripke,spr,5,0,2,1024,64,27.26745,16,2017
kripke,spr,5,0,2,1024,64,30.51841,20,2017
kripke,spr,5,0,2,1024,64,34.85388,24,2017
kripke,spr,5,0,2,1024,80,23.97231,16,2017
kripke,spr,5,0,2,1024,80,26.29519,20,2017
kripke,spr,5,0,2,1024,80,29.10957,24,2017
kripke,spr,5,0,2,1024,115,23.78427,16,2017
kripke,spr,5,0,2,1024,115,25.20525,20,2017
kripke,spr,5,0,2,1024,115,26.45344,24,2017
kripke,spr,5,0,2,512,64,25.15639,16,2017
kripke,spr,5,0,2,512,64,28.60693,20,2017
kripke,spr,5,0,2,512,64,32.84288,24,2017
kripke,spr,5,0,2,512,80,22.3562,16,2017
kripke,spr,5,0,2,512,80,24.28634,20,2017
kripke,spr,5,0,2,512,80,27.23952,24,2017
kripke,spr,5,0,2,512,115,21.99923,16,2017
kripke,spr,5,0,2,512,115,23.36532,20,2017
kripke,spr,5,0,2,512,115,25.14637,24,2017
lu,pak,1,2,0,4096,64,22.77,24,2017
lu,pak,1,2,0,4096,80,20.22,24,2017
lu,pak,1,2,0,4096,115,19.64,24,2017
lu,pak,1,2,0,2048,64,26.16,16,2017
lu,pak,1,2,0,2048,64,26.57,20,2017
lu,pak,1,2,0,2048,64,30.5,24,2017
lu,pak,1,2,0,2048,80,24.46,16,2017
lu,pak,1,2,0,2048,80,23.7,20,2017
lu,pak,1,2,0,2048,80,26.3,24,2017
lu,pak,1,2,0,2048,115,24.35,16,2017
lu,pak,1,2,0,2048,115,23,20,2017
lu,pak,1,2,0,2048,115,24.57,24,2017
lu,pak,1,2,0,1024,64,35.92,16,2017
lu,pak,1,2,0,1024,64,42.29,20,2017
lu,pak,1,2,0,1024,64,47.38,24,2017
lu,pak,1,2,0,1024,80,32.83,16,2017
lu,pak,1,2,0,1024,80,37.4,20,2017
lu,pak,1,2,0,1024,80,40.97,24,2017
lu,pak,1,2,0,1024,115,32.46,16,2017
lu,pak,1,2,0,1024,115,36.19,20,2017
lu,pak,1,2,0,1024,115,38.43,24,2017
lu,pak,1,2,0,512,64,65.83,16,2017
lu,pak,1,2,0,512,64,76.82,20,2017
lu,pak,1,2,0,512,64,88.94,24,2017
lu,pak,1,2,0,512,80,60.31,16,2017
lu,pak,1,2,0,512,80,68.73,20,2017
lu,pak,1,2,0,512,80,75.82,24,2017
lu,pak,1,2,0,512,115,60.08,16,2017
lu,pak,1,2,0,512,115,66.63,20,2017
lu,pak,1,2,0,512,115,70.36,24,2017
lu,pak,2,1,0,4096,64,17.37,24,2017
lu,pak,2,1,0,4096,80,14.97,24,2017
lu,pak,2,1,0,4096,115,14.06,24,2017
lu,pak,2,1,0,2048,64,20.54,16,2017
lu,pak,2,1,0,2048,64,24.41,20,2017
lu,pak,2,1,0,2048,64,28.84,24,2017
lu,pak,2,1,0,2048,80,18.97,16,2017
lu,pak,2,1,0,2048,80,21.31,20,2017
lu,pak,2,1,0,2048,80,24.61,24,2017
lu,pak,2,1,0,2048,115,18.96,16,2017
lu,pak,2,1,0,2048,115,20.94,20,2017
lu,pak,2,1,0,2048,115,22.78,24,2017
lu,pak,2,1,0,1024,64,35.74,16,2017
lu,pak,2,1,0,1024,64,40.95,20,2017
lu,pak,2,1,0,1024,64,46.79,24,2017
lu,pak,2,1,0,1024,80,32.5,16,2017
lu,pak,2,1,0,1024,80,36.46,20,2017
lu,pak,2,1,0,1024,80,40.38,24,2017
lu,pak,2,1,0,1024,115,31.91,16,2017
lu,pak,2,1,0,1024,115,35.27,20,2017
lu,pak,2,1,0,1024,115,38.08,24,2017
lu,pak,2,1,0,512,64,66.41,16,2017
lu,pak,2,1,0,512,64,76.18,20,2017
lu,pak,2,1,0,512,64,88.96,24,2017
lu,pak,2,1,0,512,80,60.24,16,2017
lu,pak,2,1,0,512,80,67.56,20,2017
lu,pak,2,1,0,512,80,76.09,24,2017
lu,pak,2,1,0,512,115,60.95,16,2017
lu,pak,2,1,0,512,115,65.48,20,2017
lu,pak,2,1,0,512,115,70.33,24,2017
lu,pak,3,0,0,4096,64,17.34,24,2017
lu,pak,3,0,0,4096,80,14.63,24,2017
lu,pak,3,0,0,4096,115,13.52,24,2017
lu,pak,3,0,0,2048,64,20.6,16,2017
lu,pak,3,0,0,2048,64,24.37,20,2017
lu,pak,3,0,0,2048,64,28.89,24,2017
lu,pak,3,0,0,2048,80,18.63,16,2017
lu,pak,3,0,0,2048,80,21.44,20,2017
lu,pak,3,0,0,2048,80,24.44,24,2017
lu,pak,3,0,0,2048,115,18.71,16,2017
lu,pak,3,0,0,2048,115,20.63,20,2017
lu,pak,3,0,0,2048,115,22.72,24,2017
lu,pak,3,0,0,1024,64,35.45,16,2017
lu,pak,3,0,0,1024,64,40.69,20,2017
lu,pak,3,0,0,1024,64,46.88,24,2017
lu,pak,3,0,0,1024,80,32.34,16,2017
lu,pak,3,0,0,1024,80,36.4,20,2017
lu,pak,3,0,0,1024,80,40.35,24,2017
lu,pak,3,0,0,1024,115,31.95,16,2017
lu,pak,3,0,0,1024,115,35.15,20,2017
lu,pak,3,0,0,1024,115,37.79,24,2017
lu,pak,3,0,0,512,64,66.01,16,2017
lu,pak,3,0,0,512,64,75.76,20,2017
lu,pak,3,0,0,512,64,88.32,24,2017
lu,pak,3,0,0,512,80,59.95,16,2017
lu,pak,3,0,0,512,80,68.12,20,2017
lu,pak,3,0,0,512,80,76.61,24,2017
lu,pak,3,0,0,512,115,60.24,16,2017
lu,pak,3,0,0,512,115,65.81,20,2017
lu,pak,3,0,0,512,115,70.22,24,2017
lu,pak,4,0,1,4096,64,17.25,24,2017
lu,pak,4,0,1,4096,80,14.6,24,2017
lu,pak,4,0,1,4096,115,13.37,24,2017
lu,pak,4,0,1,2048,64,20.52,16,2017
lu,pak,4,0,1,2048,64,24.19,20,2017
lu,pak,4,0,1,2048,64,28.96,24,2017
lu,pak,4,0,1,2048,80,18.49,16,2017
lu,pak,4,0,1,2048,80,21.55,20,2017
lu,pak,4,0,1,2048,80,24.6,24,2017
lu,pak,4,0,1,2048,115,18.67,16,2017
lu,pak,4,0,1,2048,115,20.5,20,2017
lu,pak,4,0,1,2048,115,22.66,24,2017
lu,pak,4,0,1,1024,64,35.5,16,2017
lu,pak,4,0,1,1024,64,40.98,20,2017
lu,pak,4,0,1,1024,64,46.8,24,2017
lu,pak,4,0,1,1024,80,32.03,16,2017
lu,pak,4,0,1,1024,80,36.29,20,2017
lu,pak,4,0,1,1024,80,40,24,2017
lu,pak,4,0,1,1024,115,31.68,16,2017
lu,pak,4,0,1,1024,115,35.18,20,2017
lu,pak,4,0,1,1024,115,37.9,24,2017
lu,pak,4,0,1,512,64,65.61,16,2017
lu,pak,4,0,1,512,64,74.98,20,2017
lu,pak,4,0,1,512,64,88.8,24,2017
lu,pak,4,0,1,512,80,60.38,16,2017
lu,pak,4,0,1,512,80,67.97,20,2017
lu,pak,4,0,1,512,80,76.01,24,2017
lu,pak,4,0,1,512,115,60.31,16,2017
lu,pak,4,0,1,512,115,65.52,20,2017
lu,pak,4,0,1,512,115,70.43,24,2017
lu,pak,5,0,2,4096,64,17.09,24,2017
lu,pak,5,0,2,4096,80,14.41,24,2017
lu,pak,5,0,2,4096,115,13.39,24,2017
lu,pak,5,0,2,2048,64,20.34,16,2017
lu,pak,5,0,2,2048,64,24.39,20,2017
lu,pak,5,0,2,2048,64,28.9,24,2017
lu,pak,5,0,2,2048,80,18.74,16,2017
lu,pak,5,0,2,2048,80,21.67,20,2017
lu,pak,5,0,2,2048,80,24.6,24,2017
lu,pak,5,0,2,2048,115,18.75,16,2017
lu,pak,5,0,2,2048,115,20.75,20,2017
lu,pak,5,0,2,2048,115,23.02,24,2017
lu,pak,5,0,2,1024,64,35.15,16,2017
lu,pak,5,0,2,1024,64,40.76,20,2017
lu,pak,5,0,2,1024,64,46.6,24,2017
lu,pak,5,0,2,1024,80,32.4,16,2017
lu,pak,5,0,2,1024,80,36.41,20,2017
lu,pak,5,0,2,1024,80,40.55,24,2017
lu,pak,5,0,2,1024,115,32.04,16,2017
lu,pak,5,0,2,1024,115,35.21,20,2017
lu,pak,5,0,2,1024,115,38.12,24,2017
lu,pak,5,0,2,512,64,65.39,16,2017
lu,pak,5,0,2,512,64,76.32,20,2017
lu,pak,5,0,2,512,64,88.56,24,2017
lu,pak,5,0,2,512,80,60.14,16,2017
lu,pak,5,0,2,512,80,67.5,20,2017
lu,pak,5,0,2,512,80,76.11,24,2017
lu,pak,5,0,2,512,115,60.43,16,2017
lu,pak,5,0,2,512,115,65.75,20,2017
lu,pak,5,0,2,512,115,70.51,24,2017
lu,rand,1,2,0,4096,64,18.31,24,2017
lu,rand,1,2,0,4096,64,23.76,24,2017
lu,rand,1,2,0,4096,80,14.83,24,2017
lu,rand,1,2,0,4096,80,15.91,24,2017
lu,rand,1,2,0,4096,115,17.37,24,2017
lu,rand,1,2,0,4096,115,15.86,24,2017
lu,rand,1,2,0,2048,64,26.05,16,2017
lu,rand,1,2,0,2048,64,32.54,20,2017
lu,rand,1,2,0,2048,64,35.3,24,2017
lu,rand,1,2,0,2048,80,23.77,16,2017
lu,rand,1,2,0,2048,80,27.57,20,2017
lu,rand,1,2,0,2048,80,37.02,24,2017
lu,rand,1,2,0,2048,115,23.65,16,2017
lu,rand,1,2,0,2048,115,30.23,20,2017
lu,rand,1,2,0,2048,115,33.32,24,2017
lu,rand,1,2,0,1024,64,43.33,16,2017
lu,rand,1,2,0,1024,64,49.47,20,2017
lu,rand,1,2,0,1024,64,53.91,24,2017
lu,rand,1,2,0,1024,64,42.25,16,2017
lu,rand,1,2,0,1024,64,48.8,20,2017
lu,rand,1,2,0,1024,64,58.61,24,2017
lu,rand,1,2,0,1024,80,38.83,16,2017
lu,rand,1,2,0,1024,80,46.57,20,2017
lu,rand,1,2,0,1024,80,51.71,24,2017
lu,rand,1,2,0,1024,80,43.17,16,2017
lu,rand,1,2,0,1024,80,47.49,20,2017
lu,rand,1,2,0,1024,80,49.86,24,2017
lu,rand,1,2,0,1024,115,41.59,16,2017
lu,rand,1,2,0,1024,115,35.11,20,2017
lu,rand,1,2,0,1024,115,47.84,24,2017
lu,rand,1,2,0,1024,115,42.46,16,2017
lu,rand,1,2,0,1024,115,46.04,20,2017
lu,rand,1,2,0,1024,115,45.03,24,2017
lu,rand,1,2,0,512,64,75.79,16,2017
lu,rand,1,2,0,512,64,85.89,20,2017
lu,rand,1,2,0,512,64,101.62,24,2017
lu,rand,1,2,0,512,64,75.49,16,2017
lu,rand,1,2,0,512,64,86.15,20,2017
lu,rand,1,2,0,512,64,93.1,24,2017
lu,rand,1,2,0,512,80,69.99,16,2017
lu,rand,1,2,0,512,80,77.68,20,2017
lu,rand,1,2,0,512,80,80.15,24,2017
lu,rand,1,2,0,512,80,69.88,16,2017
lu,rand,1,2,0,512,80,72.33,20,2017
lu,rand,1,2,0,512,80,84.33,24,2017
lu,rand,1,2,0,512,115,70,16,2017
lu,rand,1,2,0,512,115,75.33,20,2017
lu,rand,1,2,0,512,115,77.74,24,2017
lu,rand,1,2,0,512,115,67.02,16,2017
lu,rand,1,2,0,512,115,70.98,20,2017
lu,rand,1,2,0,512,115,78.79,24,2017
lu,rand,2,1,0,4096,64,16.57,24,2017
lu,rand,2,1,0,4096,64,17.51,24,2017
lu,rand,2,1,0,4096,80,14.27,24,2017
lu,rand,2,1,0,4096,80,14.92,24,2017
lu,rand,2,1,0,4096,115,13.68,24,2017
lu,rand,2,1,0,4096,115,14.29,24,2017
lu,rand,2,1,0,2048,64,20.33,16,2017
lu,rand,2,1,0,2048,64,24.91,20,2017
lu,rand,2,1,0,2048,64,29.13,24,2017
lu,rand,2,1,0,2048,80,18.82,16,2017
lu,rand,2,1,0,2048,80,21.71,20,2017
lu,rand,2,1,0,2048,80,24.75,24,2017
lu,rand,2,1,0,2048,115,18.94,16,2017
lu,rand,2,1,0,2048,115,20.97,20,2017
lu,rand,2,1,0,2048,115,23.36,24,2017
lu,rand,2,1,0,1024,64,37.81,16,2017
lu,rand,2,1,0,1024,64,42.71,20,2017
lu,rand,2,1,0,1024,64,49.62,24,2017
lu,rand,2,1,0,1024,64,37.67,16,2017
lu,rand,2,1,0,1024,64,43.14,20,2017
lu,rand,2,1,0,1024,64,50.32,24,2017
lu,rand,2,1,0,1024,80,33.84,16,2017
lu,rand,2,1,0,1024,80,37.51,20,2017
lu,rand,2,1,0,1024,80,42.22,24,2017
lu,rand,2,1,0,1024,80,33.58,16,2017
lu,rand,2,1,0,1024,80,37.67,20,2017
lu,rand,2,1,0,1024,80,42.31,24,2017
lu,rand,2,1,0,1024,115,33.38,16,2017
lu,rand,2,1,0,1024,115,36.3,20,2017
lu,rand,2,1,0,1024,115,39.15,24,2017
lu,rand,2,1,0,1024,115,33.22,16,2017
lu,rand,2,1,0,1024,115,36.2,20,2017
lu,rand,2,1,0,1024,115,38.59,24,2017
lu,rand,2,1,0,512,64,68.91,16,2017
lu,rand,2,1,0,512,64,79.92,20,2017
lu,rand,2,1,0,512,64,90.94,24,2017
lu,rand,2,1,0,512,64,68.09,16,2017
lu,rand,2,1,0,512,64,79.94,20,2017
lu,rand,2,1,0,512,64,89.35,24,2017
lu,rand,2,1,0,512,80,62.68,16,2017
lu,rand,2,1,0,512,80,68.94,20,2017
lu,rand,2,1,0,512,80,77.2,24,2017
lu,rand,2,1,0,512,80,62.13,16,2017
lu,rand,2,1,0,512,80,69.07,20,2017
lu,rand,2,1,0,512,80,75.16,24,2017
lu,rand,2,1,0,512,115,61.02,16,2017
lu,rand,2,1,0,512,115,66.02,20,2017
lu,rand,2,1,0,512,115,71.34,24,2017
lu,rand,2,1,0,512,115,61.37,16,2017
lu,rand,2,1,0,512,115,66.59,20,2017
lu,rand,2,1,0,512,115,70.87,24,2017
lu,rand,3,0,0,4096,64,16.28,24,2017
lu,rand,3,0,0,4096,64,17.31,24,2017
lu,rand,3,0,0,4096,80,14.14,24,2017
lu,rand,3,0,0,4096,80,14.61,24,2017
lu,rand,3,0,0,4096,115,13.22,24,2017
lu,rand,3,0,0,4096,115,13.65,24,2017
lu,rand,3,0,0,2048,64,20.13,16,2017
lu,rand,3,0,0,2048,64,24.34,20,2017
lu,rand,3,0,0,2048,64,28.48,24,2017
lu,rand,3,0,0,2048,80,18.8,16,2017
lu,rand,3,0,0,2048,80,21.49,20,2017
lu,rand,3,0,0,2048,80,24.17,24,2017
lu,rand,3,0,0,2048,115,18.46,16,2017
lu,rand,3,0,0,2048,115,20.6,20,2017
lu,rand,3,0,0,2048,115,22.57,24,2017
lu,rand,3,0,0,1024,64,35.59,16,2017
lu,rand,3,0,0,1024,64,41.97,20,2017
lu,rand,3,0,0,1024,64,48.48,24,2017
lu,rand,3,0,0,1024,64,35.95,16,2017
lu,rand,3,0,0,1024,64,41.8,20,2017
lu,rand,3,0,0,1024,64,48.77,24,2017
lu,rand,3,0,0,1024,80,32.66,16,2017
lu,rand,3,0,0,1024,80,36.67,20,2017
lu,rand,3,0,0,1024,80,40.92,24,2017
lu,rand,3,0,0,1024,80,32.57,16,2017
lu,rand,3,0,0,1024,80,37.03,20,2017
lu,rand,3,0,0,1024,80,41.51,24,2017
lu,rand,3,0,0,1024,115,32.47,16,2017
lu,rand,3,0,0,1024,115,35.68,20,2017
lu,rand,3,0,0,1024,115,37.6,24,2017
lu,rand,3,0,0,1024,115,32.27,16,2017
lu,rand,3,0,0,1024,115,35.62,20,2017
lu,rand,3,0,0,1024,115,38.21,24,2017
lu,rand,3,0,0,512,64,66.75,16,2017
lu,rand,3,0,0,512,64,77.59,20,2017
lu,rand,3,0,0,512,64,89.03,24,2017
lu,rand,3,0,0,512,64,66.58,16,2017
lu,rand,3,0,0,512,64,79.55,20,2017
lu,rand,3,0,0,512,64,87.99,24,2017
lu,rand,3,0,0,512,80,60.51,16,2017
lu,rand,3,0,0,512,80,68.14,20,2017
lu,rand,3,0,0,512,80,76.79,24,2017
lu,rand,3,0,0,512,80,60.49,16,2017
lu,rand,3,0,0,512,80,68.97,20,2017
lu,rand,3,0,0,512,80,76.39,24,2017
lu,rand,3,0,0,512,115,60.12,16,2017
lu,rand,3,0,0,512,115,65.21,20,2017
lu,rand,3,0,0,512,115,69.85,24,2017
lu,rand,3,0,0,512,115,60.25,16,2017
lu,rand,3,0,0,512,115,65.23,20,2017
lu,rand,3,0,0,512,115,70.34,24,2017
lu,rand,4,0,1,4096,64,16.18,24,2017
lu,rand,4,0,1,4096,64,17.22,24,2017
lu,rand,4,0,1,4096,80,14.01,24,2017
lu,rand,4,0,1,4096,80,14.66,24,2017
lu,rand,4,0,1,4096,115,13.12,24,2017
lu,rand,4,0,1,4096,115,13.71,24,2017
lu,rand,4,0,1,2048,64,19.75,16,2017
lu,rand,4,0,1,2048,64,24.18,20,2017
lu,rand,4,0,1,2048,64,28.57,24,2017
lu,rand,4,0,1,2048,80,18.17,16,2017
lu,rand,4,0,1,2048,80,21.26,20,2017
