algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
pak,kripke,2,1,0,1024,64,27.91672,16
rand,kripke,2,1,0,1024,64,27.18929,16
spr,kripke,3,0,0,1024,64,26.94235,16
pak,kripke,3,0,0,1024,64,27.77948,16
rand,kripke,3,0,0,1024,64,26.98836,16
spr,kripke,4,0,1,1024,64,26.94407,16
pak,kripke,4,0,1,1024,64,27.32554,16
rand,kripke,4,0,1,1024,64,27.27306,16
spr,kripke,5,0,2,1024,64,27.26745,16
pak,kripke,5,0,2,1024,64,28.14219,16
rand,kripke,5,0,2,1024,64,26.89630,16
spr,kripke,1,2,0,1024,80,23.76823,16
pak,kripke,1,2,0,1024,80,24.05828,16
rand,kripke,1,2,0,1024,80,24.12030,16
spr,kripke,2,1,0,1024,80,24.28931,16
pak,kripke,2,1,0,1024,80,24.11773,16
rand,kripke,2,1,0,1024,80,24.28903,16
spr,kripke,3,0,0,1024,80,23.98432,16
pak,kripke,3,0,0,1024,80,24.30636,16
rand,kripke,3,0,0,1024,80,24.38381,16
spr,kripke,4,0,1,1024,80,23.93297,16
pak,kripke,4,0,1,1024,80,24.49236,16
rand,kripke,4,0,1,1024,80,24.29106,16
spr,kripke,5,0,2,1024,80,23.97231,16
pak,kripke,5,0,2,1024,80,23.85627,16
rand,kripke,5,0,2,1024,80,24.12107,16
spr,kripke,1,2,0,1024,115,23.57201,16
pak,kripke,1,2,0,1024,115,24.04330,16
rand,kripke,1,2,0,1024,115,23.89118,16
spr,kripke,2,1,0,1024,115,23.83828,16
pak,kripke,2,1,0,1024,115,23.86128,16
rand,kripke,2,1,0,1024,115,23.80098,16
spr,kripke,3,0,0,1024,115,23.77827,16
pak,kripke,3,0,0,1024,115,23.79411,16
rand,kripke,3,0,0,1024,115,23.65792,16
spr,kripke,4,0,1,1024,115,23.56444,16
pak,kripke,4,0,1,1024,115,23.64915,16
rand,kripke,4,0,1,1024,115,23.73828,16
spr,kripke,5,0,2,1024,115,23.78427,16
pak,kripke,5,0,2,1024,115,23.77703,16
rand,kripke,5,0,2,1024,115,23.65626,16
spr,kripke,1,2,0,1024,64,30.91632,20
pak,kripke,1,2,0,1024,64,31.21066,20
rand,kripke,1,2,0,1024,64,31.17807,20
spr,kripke,2,1,0,1024,64,30.79268,20
pak,kripke,2,1,0,1024,64,30.89379,20
rand,kripke,2,1,0,1024,64,30.68318,20
spr,kripke,3,0,0,1024,64,30.38462,20
pak,kripke,3,0,0,1024,64,31.03666,20
rand,kripke,3,0,0,1024,64,31.51060,20
spr,kripke,4,0,1,1024,64,30.92070,20
pak,kripke,4,0,1,1024,64,30.74266,20
rand,kripke,4,0,1,1024,64,31.41823,20
spr,kripke,5,0,2,1024,64,30.51841,20
pak,kripke,5,0,2,1024,64,30.85167,20
rand,kripke,5,0,2,1024,64,30.68130,20
spr,kripke,1,2,0,1024,80,26.32385,20
pak,kripke,1,2,0,1024,80,26.26140,20
rand,kripke,1,2,0,1024,80,26.99083,20
spr,kripke,2,1,0,1024,80,26.04570,20
pak,kripke,2,1,0,1024,80,26.19940,20
rand,kripke,2,1,0,1024,80,26.64767,20
spr,kripke,3,0,0,1024,80,26.09881,20
pak,kripke,3,0,0,1024,80,26.72244,20
rand,kripke,3,0,0,1024,80,26.68723,20
spr,kripke,4,0,1,1024,80,26.39145,20
pak,kripke,4,0,1,1024,80,26.41048,20
rand,kripke,4,0,1,1024,80,26.08064,20
spr,kripke,5,0,2,1024,80,26.29519,20
pak,kripke,5,0,2,1024,80,26.68542,20
rand,kripke,5,0,2,1024,80,26.16205,20
spr,kripke,1,2,0,1024,115,25.10784,20
pak,kripke,1,2,0,1024,115,25.47104,20
rand,kripke,1,2,0,1024,115,25.46263,20
spr,kripke,2,1,0,1024,115,24.90835,20
pak,kripke,2,1,0,1024,115,25.17936,20
rand,kripke,2,1,0,1024,115,25.32816,20
spr,kripke,3,0,0,1024,115,25.35111,20
pak,kripke,3,0,0,1024,115,25.22434,20
rand,kripke,3,0,0,1024,115,25.09487,20
spr,kripke,4,0,1,1024,115,24.91434,20
pak,kripke,4,0,1,1024,115,25.29449,20
rand,kripke,4,0,1,1024,115,25.28936,20
spr,kripke,5,0,2,1024,115,25.20525,20
pak,kripke,5,0,2,1024,115,25.36038,20
rand,kripke,5,0,2,1024,115,25.08242,20
spr,kripke,1,2,0,1024,64,35.00627,24
pak,kripke,1,2,0,1024,64,35.37391,24
rand,kripke,1,2,0,1024,64,35.46718,24
spr,kripke,2,1,0,1024,64,34.89404,24
pak,kripke,2,1,0,1024,64,35.41289,24
rand,kripke,2,1,0,1024,64,35.55640,24
spr,kripke,3,0,0,1024,64,35.28564,24
pak,kripke,3,0,0,1024,64,35.36392,24
rand,kripke,3,0,0,1024,64,35.87083,24
spr,kripke,4,0,1,1024,64,35.03641,24
pak,kripke,4,0,1,1024,64,35.63993,24
rand,kripke,4,0,1,1024,64,36.15373,24
spr,kripke,5,0,2,1024,64,34.85388,24
pak,kripke,5,0,2,1024,64,35.36942,24
rand,kripke,5,0,2,1024,64,35.94650,24
spr,kripke,1,2,0,1024,80,29.20858,24
pak,kripke,1,2,0,1024,80,29.36344,24
rand,kripke,1,2,0,1024,80,29.36702,24
spr,kripke,2,1,0,1024,80,29.15231,24
pak,kripke,2,1,0,1024,80,29.10392,24
rand,kripke,2,1,0,1024,80,29.48310,24
spr,kripke,3,0,0,1024,80,29.14857,24
pak,kripke,3,0,0,1024,80,29.14557,24
rand,kripke,3,0,0,1024,80,29.20953,24
spr,kripke,4,0,1,1024,80,28.96555,24
pak,kripke,4,0,1,1024,80,29.21358,24
rand,kripke,4,0,1,1024,80,29.01957,24
spr,kripke,5,0,2,1024,80,29.10957,24
pak,kripke,5,0,2,1024,80,29.15671,24
rand,kripke,5,0,2,1024,80,29.40815,24
spr,kripke,1,2,0,1024,115,26.51143,24
pak,kripke,1,2,0,1024,115,26.88842,24
rand,kripke,1,2,0,1024,115,26.95745,24
spr,kripke,2,1,0,1024,115,26.58148,24
pak,kripke,2,1,0,1024,115,26.91646,24
rand,kripke,2,1,0,1024,115,27.07601,24
spr,kripke,3,0,0,1024,115,26.64264,24
pak,kripke,3,0,0,1024,115,26.78345,24
rand,kripke,3,0,0,1024,115,26.74708,24
spr,kripke,4,0,1,1024,115,26.60623,24
pak,kripke,4,0,1,1024,115,26.92945,24
rand,kripke,4,0,1,1024,115,26.69806,24
spr,kripke,5,0,2,1024,115,26.45344,24
pak,kripke,5,0,2,1024,115,26.73563,24
rand,kripke,5,0,2,1024,115,26.69622,24
rand,kripke,1,2,0,1024,64,27.54656,16
rand,kripke,2,1,0,1024,64,27.87751,16
rand,kripke,3,0,0,1024,64,27.46516,16
rand,kripke,4,0,1,1024,64,28.50324,16
rand,kripke,5,0,2,1024,64,27.32304,16
rand,kripke,1,2,0,1024,80,24.39327,16
rand,kripke,2,1,0,1024,80,24.24589,16
rand,kripke,3,0,0,1024,80,24.56525,16
rand,kripke,4,0,1,1024,80,24.31424,16
rand,kripke,5,0,2,1024,80,23.94695,16
rand,kripke,1,2,0,1024,115,23.81089,16
rand,kripke,2,1,0,1024,115,23.87520,16
rand,kripke,3,0,0,1024,115,23.92818,16
rand,kripke,4,0,1,1024,115,23.89420,16
rand,kripke,5,0,2,1024,115,23.93419,16
rand,kripke,1,2,0,1024,64,30.92051,20
rand,kripke,2,1,0,1024,64,31.09870,20
rand,kripke,3,0,0,1024,64,31.57050,20
rand,kripke,4,0,1,1024,64,31.34572,20
rand,kripke,5,0,2,1024,64,31.41533,20
rand,kripke,1,2,0,1024,80,26.45997,20
rand,kripke,2,1,0,1024,80,26.52145,20
rand,kripke,3,0,0,1024,80,26.94459,20
rand,kripke,4,0,1,1024,80,27.03399,20
rand,kripke,5,0,2,1024,80,26.66274,20
rand,kripke,1,2,0,1024,115,25.59592,20
rand,kripke,2,1,0,1024,115,25.48700,20
rand,kripke,3,0,0,1024,115,25.24922,20
rand,kripke,4,0,1,1024,115,25.35282,20
rand,kripke,5,0,2,1024,115,25.33252,20
rand,kripke,1,2,0,1024,64,35.99145,24
rand,kripke,2,1,0,1024,64,35.86381,24
rand,kripke,3,0,0,1024,64,35.87719,24
rand,kripke,4,0,1,1024,64,35.56686,24
rand,kripke,5,0,2,1024,64,35.76340,24
rand,kripke,1,2,0,1024,80,29.81310,24
rand,kripke,2,1,0,1024,80,29.63632,24
rand,kripke,3,0,0,1024,80,29.47466,24
rand,kripke,4,0,1,1024,80,29.77608,24
rand,kripke,5,0,2,1024,80,29.73347,24
rand,kripke,1,2,0,1024,115,27.48545,24
rand,kripke,2,1,0,1024,115,27.06928,24
rand,kripke,3,0,0,1024,115,27.27843,24
rand,kripke,4,0,1,1024,115,27.05157,24
rand,kripke,5,0,2,1024,115,26.99820,24
pak,kripke,3,0,0,2048,64,28.66533,16
pak,kripke,2,1,0,2048,64,28.49794,16
pak,kripke,1,2,0,2048,64,28.8575,16
pak,kripke,4,0,1,2048,64,28.59191,16
pak,kripke,5,0,2,2048,64,28.89893,16
pak,kripke,3,0,0,2048,80,25.88987,16
pak,kripke,2,1,0,2048,80,25.64885,16
pak,kripke,1,2,0,2048,80,25.80383,16
pak,kripke,4,0,1,2048,115,27.14816,20
pak,kripke,5,0,2,2048,115,26.92815,20
pak,kripke,3,0,0,2048,64,37.62854,24
pak,kripke,2,1,0,2048,64,38.24387,24
pak,kripke,1,2,0,2048,64,38.01378,24
pak,kripke,4,0,1,2048,80,28.44716,20
pak,kripke,5,0,2,2048,80,28.28817,20
pak,kripke,3,0,0,2048,115,27.17616,20
pak,kripke,2,1,0,2048,115,27.40132,20
pak,kripke,1,2,0,2048,115,27.27513,20
pak,kripke,4,0,1,2048,64,38.50652,24
pak,kripke,5,0,2,2048,64,37.7084,24
pak,kripke,3,0,0,2048,80,31.42708,24
pak,kripke,2,1,0,2048,80,31.15812,24
pak,kripke,1,2,0,2048,80,31.31009,24
pak,kripke,4,0,1,2048,115,25.7139,16
pak,kripke,2,1,0,2048,115,25.27973,16
pak,kripke,5,0,2,2048,115,25.47392,16
pak,kripke,3,0,0,2048,64,32.62024,20
pak,kripke,2,1,0,2048,64,32.68923,20
pak,kripke,1,2,0,2048,64,33.65023,20
pak,kripke,4,0,1,2048,80,26.17031,16
pak,kripke,5,0,2,2048,80,25.79071,16
pak,kripke,3,0,0,2048,115,25.47256,16
pak,kripke,1,2,0,2048,115,25.74969,16
pak,kripke,4,0,1,2048,64,33.02238,20
pak,kripke,5,0,2,2048,64,32.66125,20
pak,kripke,3,0,0,2048,80,28.76717,20
pak,kripke,2,1,0,2048,80,28.20415,20
pak,kripke,1,2,0,2048,80,28.27011,20
spr,kripke,1,2,0,2048,64,28.90623,16
rand,kripke,1,2,0,2048,64,29.25877,16
spr,kripke,2,1,0,2048,64,28.95977,16
rand,kripke,2,1,0,2048,64,28.59708,16
spr,kripke,3,0,0,2048,64,28.8453,16
rand,kripke,3,0,0,2048,64,28.49891,16
spr,kripke,4,0,1,2048,64,28.90688,16
rand,kripke,4,0,1,2048,64,28.3001,16
spr,kripke,5,0,2,2048,64,29.23202,16
rand,kripke,5,0,2,2048,64,28.75661,16
spr,kripke,1,2,0,2048,80,25.76189,16
rand,kripke,1,2,0,2048,80,25.92639,16
spr,kripke,2,1,0,2048,80,25.50445,16
rand,kripke,2,1,0,2048,80,25.53827,16
spr,kripke,3,0,0,2048,80,25.47098,16
rand,kripke,3,0,0,2048,80,25.59662,16
spr,kripke,4,0,1,2048,80,25.67158,16
rand,kripke,4,0,1,2048,80,25.85696,16
spr,kripke,5,0,2,2048,80,25.99236,16
rand,kripke,5,0,2,2048,80,25.79111,16
spr,kripke,1,2,0,2048,115,25.47697,16
rand,kripke,1,2,0,2048,115,25.73267,16
spr,kripke,2,1,0,2048,115,25.60694,16
rand,kripke,2,1,0,2048,115,25.48214,16
spr,kripke,3,0,0,2048,115,25.39313,16
rand,kripke,3,0,0,2048,115,25.42827,16
spr,kripke,4,0,1,2048,115,25.7022,16
rand,kripke,4,0,1,2048,115,25.50691,16
spr,kripke,5,0,2,2048,115,25.61756,16
rand,kripke,5,0,2,2048,115,25.80283,16
spr,kripke,1,2,0,2048,64,32.49566,20
rand,kripke,1,2,0,2048,64,32.69542,20
spr,kripke,2,1,0,2048,64,32.51677,20
rand,kripke,2,1,0,2048,64,33.29369,20
spr,kripke,3,0,0,2048,64,32.05916,20
rand,kripke,3,0,0,2048,64,32.67974,20
spr,kripke,4,0,1,2048,64,32.15667,20
rand,kripke,4,0,1,2048,64,32.47591,20
spr,kripke,5,0,2,2048,64,32.24371,20
rand,kripke,5,0,2,2048,64,32.92331,20
spr,kripke,1,2,0,2048,80,28.21131,20
rand,kripke,1,2,0,2048,80,28.65696,20
spr,kripke,2,1,0,2048,80,28.1223,20
rand,kripke,2,1,0,2048,80,27.85945,20
spr,kripke,3,0,0,2048,80,28.05795,20
rand,kripke,3,0,0,2048,80,28.12264,20
spr,kripke,4,0,1,2048,80,27.90657,20
rand,kripke,4,0,1,2048,80,28.71798,20
spr,kripke,5,0,2,2048,80,28.12615,20
rand,kripke,5,0,2,2048,80,28.14685,20
spr,kripke,1,2,0,2048,115,26.9989,20
rand,kripke,1,2,0,2048,115,27.08137,20
spr,kripke,2,1,0,2048,115,27.1681,20
rand,kripke,2,1,0,2048,115,27.19331,20
spr,kripke,3,0,0,2048,115,27.19579,20
rand,kripke,3,0,0,2048,115,26.82458,20
spr,kripke,4,0,1,2048,115,27.11223,20
rand,kripke,4,0,1,2048,115,26.93041,20
spr,kripke,5,0,2,2048,115,26.98044,20
rand,kripke,5,0,2,2048,115,27.22057,20
spr,kripke,1,2,0,2048,64,36.96149,24
rand,kripke,1,2,0,2048,64,37.72468,24
spr,kripke,2,1,0,2048,64,37.11599,24
rand,kripke,2,1,0,2048,64,37.45099,24
spr,kripke,3,0,0,2048,64,37.03525,24
rand,kripke,3,0,0,2048,64,37.66256,24
spr,kripke,4,0,1,2048,64,37.05697,24
rand,kripke,4,0,1,2048,64,37.21484,24
spr,kripke,5,0,2,2048,64,37.21596,24
rand,kripke,5,0,2,2048,64,37.63802,24
spr,kripke,1,2,0,2048,80,30.7449,24
rand,kripke,1,2,0,2048,80,31.39566,24
spr,kripke,2,1,0,2048,80,30.80038,24
rand,kripke,2,1,0,2048,80,30.93378,24
spr,kripke,3,0,0,2048,80,31.25271,24
rand,kripke,3,0,0,2048,80,31.20411,24
spr,kripke,4,0,1,2048,80,31.18228,24
rand,kripke,4,0,1,2048,80,31.15723,24
spr,kripke,5,0,2,2048,80,30.81206,24
rand,kripke,5,0,2,2048,80,31.40038,24
spr,kripke,1,2,0,2048,115,28.59023,24
rand,kripke,1,2,0,2048,115,28.51591,24
spr,kripke,2,1,0,2048,115,28.41424,24
rand,kripke,2,1,0,2048,115,28.37011,24
spr,kripke,3,0,0,2048,115,28.3871,24
rand,kripke,3,0,0,2048,115,28.72226,24
spr,kripke,4,0,1,2048,115,28.30006,24
rand,kripke,4,0,1,2048,115,28.38974,24
spr,kripke,5,0,2,2048,115,28.32056,24
rand,kripke,5,0,2,2048,115,28.44109,24
pak,kripke,4,0,1,2048,80,31.08298,24
pak,kripke,5,0,2,2048,80,31.27104,24
pak,kripke,1,2,0,2048,115,28.39861,24
pak,kripke,2,1,0,2048,115,28.60736,24
pak,kripke,3,0,0,2048,115,28.38185,24
pak,kripke,4,0,1,2048,115,28.28088,24
pak,kripke,5,0,2,2048,115,28.27589,24
pak,kripke,1,2,0,4096,64,40.66476,24
pak,kripke,2,1,0,4096,64,41.60207,24
pak,kripke,3,0,0,4096,64,40.29428,24
pak,kripke,1,2,0,4096,115,30.29011,24
pak,kripke,4,0,1,4096,80,33.30069,24
pak,kripke,5,0,2,4096,80,33.80073,24
pak,kripke,2,1,0,4096,115,30.35127,24
pak,kripke,3,0,0,4096,115,30.32969,24
pak,kripke,4,0,1,4096,64,40.45047,24
pak,kripke,1,2,0,4096,80,33.53918,24
pak,kripke,5,0,2,4096,64,40.98803,24
pak,kripke,2,1,0,4096,80,33.59213,24
pak,kripke,3,0,0,4096,80,34.03256,24
spr,kripke,1,2,0,4096,64,41.12262,24
spr,kripke,2,1,0,4096,64,41.16181,24
spr,kripke,3,0,0,4096,64,41.03957,24
spr,kripke,4,0,1,4096,64,40.83890,24
spr,kripke,5,0,2,4096,64,40.82612,24
spr,kripke,1,2,0,4096,80,33.15753,24
spr,kripke,2,1,0,4096,80,33.34828,24
spr,kripke,3,0,0,4096,80,33.77444,24
spr,kripke,4,0,1,4096,80,33.59812,24
spr,kripke,5,0,2,4096,80,33.78576,24
spr,kripke,1,2,0,4096,115,30.09140,24
spr,kripke,2,1,0,4096,115,30.32132,24
spr,kripke,3,0,0,4096,115,30.17031,24
spr,kripke,4,0,1,4096,115,30.41136,24
spr,kripke,5,0,2,4096,115,30.34306,24
rand,kripke,1,2,0,4096,64,40.14728,24
rand,kripke,2,1,0,4096,64,41.06773,24
rand,kripke,3,0,0,4096,64,40.91606,24
rand,kripke,4,0,1,4096,64,39.87448,24
rand,kripke,5,0,2,4096,64,40.24773,24
rand,kripke,1,2,0,4096,80,33.46513,24
rand,kripke,2,1,0,4096,80,33.26157,24
rand,kripke,3,0,0,4096,80,33.31002,24
rand,kripke,4,0,1,4096,80,33.44309,24
rand,kripke,5,0,2,4096,80,33.26637,24
rand,kripke,1,2,0,4096,115,30.13402,24
rand,kripke,2,1,0,4096,115,30.49622,24
rand,kripke,3,0,0,4096,115,30.53501,24
rand,kripke,4,0,1,4096,115,30.27383,24
rand,kripke,5,0,2,4096,115,30.31465,24
pak,kripke,4,0,1,4096,115,30.39811,24
pak,kripke,5,0,2,4096,115,30.37064,24
rand,kripke,1,2,0,4096,64,41.28026,24
rand,kripke,2,1,0,4096,64,41.51927,24
rand,kripke,3,0,0,4096,64,41.16108,24
rand,kripke,4,0,1,4096,64,40.38003,24
rand,kripke,5,0,2,4096,64,41.20921,24
rand,kripke,1,2,0,4096,80,33.79184,24
rand,kripke,2,1,0,4096,80,33.71984,24
rand,kripke,3,0,0,4096,80,33.87365,24
rand,kripke,4,0,1,4096,80,33.26984,24
rand,kripke,5,0,2,4096,80,33.70975,24
rand,kripke,1,2,0,4096,115,30.76357,24
rand,kripke,2,1,0,4096,115,30.81663,24
rand,kripke,3,0,0,4096,115,30.74966,24
rand,kripke,4,0,1,4096,115,30.83871,24
rand,kripke,5,0,2,4096,115,30.81060,24
